50
9692; 9622; 9243; 9145; 8826; 8630; 8449; 8196; 8130; 8125; 7974; 7792; 7640; 7622; 7539; 6990; 6955; 6933; 6876; 6761; 6753; 6273; 5921; 5661; 5561; 5437; 5434; 4820; 4808; 4778; 4651; 4603; 3949; 3046; 2941; 2686; 2566; 2309; 2243; 1803; 1612; 1387; 1138; 974; 835; 695; 584; 447; 179; 78; 
9909; 9801; 9755; 9749; 9683; 9194; 9101; 8737; 8592; 8520; 8338; 8046; 7975; 7737; 7661; 7325; 7067; 6533; 6202; 6005; 5895; 5878; 5732; 5395; 5385; 5118; 4735; 4532; 4469; 4428; 4289; 3944; 3888; 3384; 3280; 3169; 2864; 2719; 2461; 2254; 1916; 1898; 1227; 1208; 1179; 1156; 1010; 629; 534; 388; 
9905; 9862; 9846; 9742; 9621; 9599; 9514; 9495; 9420; 8996; 8485; 7876; 7172; 7119; 7033; 6765; 6629; 6580; 6377; 6372; 6332; 5767; 5409; 5202; 5071; 4390; 4141; 4035; 4006; 3920; 3594; 3524; 3357; 2935; 2809; 2753; 2596; 2442; 2224; 2163; 2044; 1754; 1752; 1687; 1629; 1340; 554; 410; 167; 42; 
9884; 9750; 9555; 9539; 9319; 9215; 8672; 8650; 8646; 8591; 8468; 8464; 7888; 7813; 7588; 7345; 7121; 6835; 6580; 6348; 6314; 6103; 6079; 5599; 5408; 5383; 4891; 4578; 4506; 4141; 4121; 3739; 3665; 3649; 3501; 3360; 3263; 3103; 2922; 2791; 2563; 2510; 2083; 1400; 975; 921; 858; 504; 474; 310; 
9822; 9417; 9018; 8771; 8663; 8625; 8576; 8507; 8075; 7903; 7771; 7672; 7394; 7130; 7075; 6680; 6598; 6388; 6364; 6168; 6119; 5910; 5521; 5312; 4581; 4438; 4347; 4055; 3827; 3436; 3428; 3194; 2892; 2632; 2583; 2557; 2534; 2482; 2309; 2308; 2244; 2086; 2039; 1934; 1662; 1638; 1257; 1075; 1017; 278; 
9625; 9439; 9416; 9160; 9148; 8736; 8655; 8649; 8474; 8404; 8319; 8082; 6898; 6677; 6516; 6416; 6402; 6281; 6041; 5063; 5000; 4981; 4918; 4866; 4774; 4550; 4445; 4173; 4110; 3994; 3979; 3421; 3288; 3248; 2976; 2930; 2882; 2867; 2365; 2178; 1383; 1255; 1202; 1122; 846; 620; 492; 316; 296; 67; 
9768; 9538; 9476; 9028; 8809; 8417; 8374; 8292; 8211; 8058; 7972; 7812; 7605; 7400; 6861; 6755; 6462; 6001; 5922; 5921; 5885; 5856; 5322; 5194; 4944; 4852; 4841; 4771; 4297; 4193; 3749; 3008; 2472; 2364; 2056; 2052; 2000; 1781; 1650; 1445; 1272; 1033; 827; 775; 740; 350; 343; 312; 200; 51; 
9992; 9602; 9472; 9237; 8941; 8893; 8872; 8620; 8577; 8383; 8137; 8109; 7429; 6619; 6569; 6496; 6474; 6340; 6288; 6232; 5942; 5826; 5759; 5538; 4683; 4651; 4607; 4144; 4138; 3590; 3496; 3233; 3146; 3140; 3026; 2875; 2831; 2694; 2480; 2339; 2214; 2074; 1608; 1578; 1567; 1503; 1480; 1062; 733; 553; 
9626; 9571; 9220; 9087; 8800; 8798; 8761; 8214; 7899; 7579; 7555; 7445; 7206; 7088; 6999; 6956; 6944; 6915; 6608; 6429; 6214; 5673; 5540; 5352; 5329; 5239; 5057; 5030; 4839; 4528; 3897; 2887; 2766; 2744; 2727; 2694; 2510; 2494; 2417; 1886; 1877; 1567; 1514; 1329; 610; 608; 377; 221; 69; 42; 
9812; 9800; 9769; 9614; 9242; 9219; 9137; 8773; 8321; 7680; 7356; 6894; 6793; 6657; 6397; 6395; 6109; 6024; 5553; 5504; 5361; 5326; 4913; 4877; 4734; 4641; 4310; 4270; 4010; 3855; 3787; 3421; 3069; 2741; 2659; 2573; 2494; 2430; 2313; 2227; 1781; 1759; 1560; 1388; 956; 511; 180; 147; 112; 62; 
9951; 9587; 9358; 9104; 8438; 8345; 8271; 8103; 7661; 7482; 7364; 7178; 7125; 7079; 6836; 6555; 6545; 6118; 5926; 5771; 5659; 5255; 5240; 4648; 4625; 4484; 4264; 4140; 3913; 3738; 3513; 3489; 3282; 3153; 2957; 2911; 2873; 2851; 2512; 2432; 1852; 1847; 1763; 1758; 1193; 1188; 922; 884; 174; 122; 
9894; 9838; 9383; 9205; 9066; 9036; 8721; 8527; 8408; 8352; 7813; 7734; 7324; 6997; 6714; 6632; 5926; 5706; 5361; 4701; 4633; 4549; 3888; 3426; 3199; 3145; 3083; 3059; 3027; 2960; 2721; 2557; 2465; 2458; 2444; 2200; 2166; 1760; 1711; 1335; 1259; 1194; 1167; 871; 645; 525; 521; 341; 296; 191; 
9606; 9070; 8961; 8168; 8095; 7953; 7561; 7370; 6937; 6919; 6894; 6795; 6709; 6536; 6482; 6430; 6410; 6332; 6047; 5844; 5831; 5592; 5583; 5390; 5046; 4860; 4645; 4372; 4233; 4037; 3918; 3881; 3754; 3186; 3077; 2456; 2234; 2222; 2195; 2107; 2006; 1801; 1457; 1253; 1232; 1027; 816; 529; 34; 31; 
9973; 9872; 9790; 9588; 9394; 9111; 9072; 8670; 8609; 8380; 8222; 8152; 7992; 7733; 7471; 6925; 6799; 6483; 6370; 6133; 5707; 5605; 5340; 5225; 4911; 4902; 4745; 4720; 4581; 4397; 4281; 4086; 4083; 4046; 3994; 3915; 3910; 3423; 3265; 3064; 2792; 2746; 2353; 1882; 1558; 1478; 1205; 1051; 910; 281; 
9909; 9887; 9599; 9413; 9222; 9096; 9065; 9063; 8984; 8914; 8862; 8392; 8084; 7947; 7502; 7195; 7163; 7123; 6840; 6733; 6686; 6562; 6244; 6116; 5640; 4932; 4551; 4471; 4439; 4397; 4318; 4185; 4123; 3924; 3744; 3741; 3462; 3433; 3245; 2346; 1954; 1893; 1495; 1461; 1431; 1101; 691; 683; 252; 26; 
