100
9995; 9829; 9616; 9593; 9516; 9380; 9335; 9000; 8951; 8891; 8884; 8685; 8667; 8405; 8239; 8205; 8186; 8142; 7951; 7782; 7776; 7699; 7635; 7578; 7505; 7283; 7128; 6999; 6984; 6888; 6835; 6687; 6650; 6561; 6530; 6414; 6349; 6339; 6049; 5924; 5920; 5818; 5762; 5690; 5623; 5541; 4996; 4897; 4738; 4648; 4476; 4227; 4139; 4129; 4126; 4106; 4049; 4020; 3910; 3702; 3569; 3518; 3454; 3397; 3211; 3105; 3062; 3046; 2933; 2919; 2694; 2517; 2453; 2350; 2198; 2164; 2076; 1978; 1849; 1831; 1620; 1506; 1499; 1267; 1191; 1043; 987; 896; 738; 568; 560; 440; 402; 361; 163; 94; 62; 49; 31; 12; 
9739; 9729; 9600; 9304; 9260; 8937; 8849; 8785; 8710; 8663; 8574; 8523; 8230; 8130; 8112; 8100; 7998; 7969; 7869; 7826; 7740; 7584; 7525; 7454; 7434; 7431; 7430; 6931; 6895; 6779; 6675; 6672; 6579; 6570; 6564; 6560; 6546; 6538; 6519; 6507; 6460; 5882; 5837; 5755; 5572; 5520; 5387; 5214; 4881; 4788; 4748; 4712; 4702; 4699; 4313; 4224; 3987; 3842; 3598; 3578; 3429; 3331; 3268; 3092; 3014; 3003; 2976; 2949; 2939; 2700; 2366; 2238; 2143; 2014; 1873; 1827; 1823; 1770; 1690; 1573; 1519; 1514; 1490; 1477; 1455; 1406; 1373; 1322; 1104; 1065; 922; 916; 444; 355; 333; 311; 171; 103; 20; 9; 
9911; 9846; 9682; 9665; 9563; 9447; 9098; 8747; 8449; 8447; 8299; 8175; 7897; 7869; 7860; 7815; 7576; 7532; 7440; 7414; 7163; 7118; 7072; 7066; 7013; 7004; 6922; 6907; 6872; 6332; 6121; 6092; 6047; 5991; 5976; 5973; 5911; 5766; 5723; 5576; 5343; 5239; 5097; 4871; 4759; 4756; 4600; 4581; 4547; 4233; 4160; 4146; 4066; 4019; 3980; 3802; 3748; 3743; 3737; 3716; 3596; 3545; 3485; 3450; 3383; 2964; 2925; 2841; 2704; 2618; 2533; 2520; 2494; 2463; 2439; 2335; 2309; 2291; 2159; 2147; 1898; 1852; 1729; 1492; 1389; 1365; 1309; 1289; 1264; 1129; 1071; 967; 782; 726; 591; 459; 372; 222; 164; 34; 
9761; 9741; 9663; 9601; 9550; 9539; 9511; 9474; 9459; 9401; 9320; 8858; 8632; 8295; 8145; 7743; 7479; 7408; 7318; 7154; 7143; 7032; 7005; 6958; 6935; 6911; 6885; 6831; 6754; 6671; 6660; 6551; 6530; 6495; 6421; 6393; 6335; 6134; 6100; 6066; 5706; 5631; 5575; 5538; 5528; 5505; 5314; 5313; 5250; 5101; 5044; 4957; 4653; 4648; 4458; 4358; 4331; 4303; 4206; 3995; 3830; 3504; 3414; 3323; 3320; 3231; 3225; 3223; 3108; 3085; 3069; 3024; 2794; 2788; 2755; 2742; 2636; 2471; 2463; 2298; 2241; 1954; 1818; 1808; 1689; 1413; 1232; 1221; 1056; 1014; 859; 825; 815; 631; 616; 614; 486; 399; 388; 174; 
9937; 9903; 9853; 9745; 9734; 9719; 9625; 9460; 9314; 9061; 8741; 8721; 8670; 8661; 8439; 8146; 8014; 7976; 7915; 7502; 7446; 7343; 7301; 7204; 7143; 7098; 6975; 6889; 6749; 6640; 6343; 6076; 5989; 5894; 5681; 5656; 5651; 5586; 5472; 5469; 5358; 5043; 4977; 4915; 4914; 4890; 4820; 4795; 4709; 4615; 4591; 4584; 4419; 4358; 4336; 4076; 3965; 3893; 3834; 3767; 3587; 3514; 3364; 3346; 3226; 3219; 3133; 2777; 2560; 2546; 2525; 2456; 2347; 2308; 2235; 2217; 2171; 2148; 2142; 2052; 1961; 1814; 1736; 1522; 1380; 1378; 1374; 900; 862; 846; 818; 758; 666; 659; 652; 631; 613; 602; 335; 213; 
9884; 9809; 9761; 9498; 9430; 9278; 9204; 9195; 9111; 9092; 8795; 8788; 8780; 8719; 8715; 8347; 8202; 8141; 7980; 7767; 7674; 7374; 7250; 7111; 7003; 6949; 6889; 6719; 6583; 6564; 6425; 6375; 6343; 6304; 6190; 6037; 6002; 5961; 5870; 5726; 5676; 5654; 5630; 5624; 5525; 5409; 5334; 5333; 5261; 5077; 4962; 4903; 4773; 4622; 4596; 4513; 4496; 4448; 4377; 4346; 4148; 4101; 4038; 3960; 3896; 3798; 3769; 3552; 3484; 3346; 3111; 3109; 3085; 3069; 3043; 2960; 2889; 2734; 2672; 2539; 2519; 2295; 2262; 2253; 2200; 2021; 1955; 1945; 1722; 1708; 1364; 1163; 1080; 942; 763; 759; 525; 346; 277; 225; 
9967; 9893; 9861; 9758; 9694; 9693; 9536; 9491; 9424; 9280; 9276; 9209; 9002; 8964; 8881; 8708; 8492; 8335; 8177; 8129; 7916; 7782; 7636; 7572; 7471; 7469; 7266; 7237; 7043; 7012; 6860; 6669; 6560; 6541; 6475; 6436; 6294; 6216; 6085; 6009; 5984; 5979; 5879; 5873; 5606; 5538; 5242; 5149; 5108; 5054; 4428; 4164; 3894; 3858; 3796; 3606; 3602; 3432; 3402; 3395; 3340; 3324; 3274; 3237; 3229; 3223; 3198; 3194; 3052; 3046; 2978; 2936; 2879; 2819; 2455; 2336; 2200; 1978; 1964; 1860; 1720; 1693; 1688; 1684; 1488; 1393; 1387; 1322; 1194; 1035; 1025; 1021; 966; 786; 549; 472; 303; 150; 58; 29; 
9938; 9899; 9480; 9250; 9197; 8912; 8858; 8800; 8398; 8061; 7933; 7929; 7725; 7665; 7567; 7491; 7440; 7334; 7289; 7248; 7157; 7085; 7032; 6989; 6873; 6788; 6758; 6557; 6528; 6341; 6260; 6153; 6037; 5948; 5697; 5589; 5451; 5408; 5207; 5119; 5099; 5084; 5047; 5027; 5023; 4944; 4903; 4835; 4695; 4610; 4605; 4491; 4423; 4394; 4309; 3831; 3785; 3714; 3675; 3627; 3620; 3564; 3471; 3334; 3307; 3157; 3093; 2976; 2614; 2546; 2524; 2284; 2080; 2036; 1952; 1790; 1785; 1646; 1594; 1580; 1350; 1338; 1308; 1276; 1259; 1156; 978; 959; 942; 880; 856; 849; 817; 614; 582; 581; 410; 362; 243; 157; 
9800; 9757; 9656; 9508; 9251; 9183; 9179; 9145; 9129; 9113; 9048; 8665; 8483; 8175; 8090; 8053; 8005; 7591; 7568; 7560; 7498; 7395; 7317; 7305; 7243; 7084; 7025; 6601; 6559; 6519; 6501; 6323; 6200; 6059; 5870; 5737; 5705; 5227; 5215; 5119; 4962; 4938; 4924; 4871; 4752; 4719; 4712; 4623; 4537; 4525; 4483; 4337; 4240; 4230; 4204; 4037; 4015; 3846; 3518; 3501; 3497; 3496; 3316; 3225; 3161; 3063; 2940; 2812; 2789; 2753; 2740; 2720; 2635; 2347; 2250; 2244; 2127; 2080; 2078; 1867; 1861; 1797; 1781; 1738; 1663; 1577; 1511; 1312; 1280; 1217; 1161; 1054; 1010; 828; 795; 665; 655; 651; 259; 62; 
9940; 9898; 9891; 9872; 9861; 9809; 9732; 9665; 9554; 9479; 9358; 9305; 9261; 9201; 9109; 9060; 9058; 9029; 8996; 8897; 8774; 8767; 8680; 8605; 8456; 8363; 8329; 8271; 8136; 8102; 8070; 7977; 7700; 7329; 7238; 6951; 6862; 6778; 6770; 6752; 6577; 6284; 6219; 6186; 6123; 6119; 6060; 6033; 5860; 5757; 5552; 5501; 5374; 5257; 5117; 5021; 4547; 4296; 4217; 4171; 4154; 3934; 3924; 3767; 3573; 3499; 3473; 3431; 3359; 3164; 2717; 2641; 2597; 2592; 2559; 2415; 2225; 2155; 2080; 1963; 1774; 1751; 1548; 1442; 1409; 1408; 1137; 1128; 1046; 736; 691; 624; 461; 418; 412; 141; 104; 87; 29; 5; 
9826; 9791; 9775; 9762; 9642; 9633; 9620; 9306; 9250; 9184; 8847; 8828; 8751; 8685; 8598; 8406; 8279; 8200; 7961; 7872; 7720; 7704; 7603; 7501; 7422; 7372; 7243; 7195; 7178; 7050; 7016; 6802; 6776; 6711; 6684; 6659; 6635; 6606; 6555; 6518; 6301; 6211; 6025; 5934; 5895; 5876; 5792; 5780; 5670; 5617; 5581; 5535; 5482; 5183; 5100; 4976; 4849; 4843; 4687; 4601; 4568; 4516; 4409; 4357; 4074; 4069; 3937; 3861; 3595; 3453; 3419; 3347; 3146; 3040; 3023; 3010; 2791; 2719; 2612; 2538; 2166; 2085; 2016; 1968; 1759; 1640; 1444; 1398; 1392; 1112; 1085; 1060; 920; 900; 856; 818; 644; 322; 231; 59; 
9581; 9579; 9498; 9408; 9373; 9255; 9173; 9121; 9090; 9083; 8896; 8693; 8691; 8593; 8567; 8373; 8333; 8308; 8230; 8200; 8174; 8103; 8085; 8061; 7838; 7491; 7137; 7127; 7071; 7068; 7050; 6834; 6737; 6723; 6705; 6550; 6532; 6249; 6185; 6121; 5981; 5914; 5759; 5579; 5506; 5500; 5350; 5276; 5268; 5254; 5181; 5121; 5005; 4863; 4783; 4614; 4607; 4437; 4377; 4260; 3970; 3853; 3836; 3827; 3777; 3718; 3418; 3401; 3076; 3031; 2948; 2909; 2879; 2804; 2803; 2429; 2148; 2133; 2065; 2058; 2022; 1996; 1987; 1925; 1847; 1697; 1645; 1571; 1443; 1276; 1258; 1220; 1020; 956; 586; 459; 437; 431; 367; 356; 
9981; 9913; 9886; 9812; 9792; 9725; 9551; 9527; 9458; 9425; 9330; 9008; 8919; 8872; 8834; 8779; 8728; 8679; 8499; 8437; 8355; 8118; 8093; 7672; 7635; 7458; 7391; 7383; 7308; 7269; 7158; 7041; 6943; 6821; 6495; 6429; 6297; 5785; 5782; 5725; 5722; 5654; 5622; 5435; 5369; 5032; 4941; 4875; 4605; 4544; 4487; 4443; 4206; 4181; 4043; 4012; 3946; 3776; 3543; 3480; 3437; 3386; 3336; 3021; 2973; 2912; 2728; 2615; 2604; 2555; 2516; 2346; 2158; 2133; 1849; 1813; 1683; 1676; 1578; 1525; 1308; 1226; 1030; 1028; 1009; 918; 857; 799; 794; 769; 747; 711; 671; 541; 476; 337; 242; 149; 57; 12; 
9891; 9883; 9783; 9617; 9611; 9601; 9460; 9292; 9289; 9232; 9221; 9095; 8993; 8674; 8513; 8510; 8507; 8441; 8188; 8060; 8042; 8037; 7990; 7941; 7893; 7849; 7733; 7587; 6833; 6683; 6627; 6606; 6573; 6469; 6129; 6128; 6074; 6066; 5971; 5800; 5730; 5720; 5690; 5401; 5211; 5208; 5139; 4921; 4784; 4574; 4524; 4491; 4403; 4345; 4333; 4187; 4179; 4120; 4110; 4094; 3948; 3880; 3669; 3639; 3487; 3482; 3415; 3330; 3322; 3259; 3195; 3189; 3183; 3181; 3177; 3108; 3067; 3021; 2918; 2748; 2673; 2540; 2518; 2512; 2317; 2112; 2103; 1873; 1837; 1787; 1154; 984; 779; 749; 709; 624; 427; 291; 286; 86; 
9981; 9840; 9749; 9579; 9450; 9373; 9187; 9167; 9166; 9002; 8970; 8873; 8864; 8523; 8481; 8425; 8270; 8077; 7950; 7821; 7719; 7636; 7339; 7005; 6998; 6849; 6847; 6824; 6593; 6430; 6274; 6265; 6222; 6083; 5974; 5921; 5621; 5552; 5241; 5232; 5154; 5141; 5105; 5038; 5011; 5006; 4964; 4862; 4753; 4748; 4719; 4552; 4532; 4452; 4414; 4401; 4343; 4339; 4260; 4184; 3960; 3953; 3925; 3893; 3878; 3802; 3675; 3369; 3346; 3120; 3106; 3104; 3097; 3091; 2812; 2713; 2672; 2630; 2625; 2584; 2507; 2474; 2456; 2413; 2346; 2174; 1989; 1944; 1810; 1613; 1298; 1149; 1031; 1025; 832; 807; 502; 367; 326; 295; 
