20
9749; 9196; 9108; 6251; 5485; 4816; 4752; 3867; 3747; 3533; 3024; 2899; 2872; 2430; 2394; 1353; 1154; 750; 581; 327; 
9547; 7831; 7249; 6688; 6275; 5944; 5938; 5907; 5576; 5460; 4253; 4248; 3133; 3013; 2994; 2744; 1981; 1213; 883; 194; 
9484; 9327; 9295; 9279; 8946; 8850; 8622; 6943; 6687; 6424; 6221; 6097; 5243; 3558; 3462; 2559; 2042; 1484; 693; 480; 
9537; 8412; 8057; 6484; 6297; 5704; 5145; 5088; 4789; 4630; 3473; 2694; 2656; 2482; 2458; 2392; 1401; 1094; 808; 272; 
9002; 8153; 7686; 7430; 7268; 6921; 5498; 5078; 5015; 4534; 3196; 3111; 2640; 2632; 2418; 1827; 1819; 1591; 1339; 882; 
9001; 8904; 8749; 7976; 7907; 5007; 5006; 4810; 4136; 3828; 3293; 3186; 2351; 1592; 1425; 1419; 1377; 1088; 903; 655; 
9853; 9735; 9628; 9127; 7073; 6894; 6655; 5820; 5796; 5794; 5554; 5247; 4396; 3854; 3500; 1856; 1488; 1216; 1021; 449; 
9717; 9285; 8878; 8667; 8325; 7542; 6763; 6443; 4968; 4436; 4334; 2865; 2818; 2668; 2497; 1961; 1955; 1521; 755; 719; 
9863; 9741; 9505; 7914; 7084; 6974; 6948; 6258; 6233; 5434; 5339; 5319; 4990; 4227; 3801; 2878; 2656; 2635; 2059; 1509; 
9976; 9551; 9145; 8931; 7834; 7521; 6549; 6461; 5669; 5347; 3245; 3202; 2988; 1987; 1595; 1451; 1440; 542; 518; 298; 
9868; 9795; 9331; 9251; 7381; 6676; 6057; 5176; 4734; 4674; 3645; 3602; 3233; 2487; 2177; 1266; 894; 708; 409; 182; 
8536; 8131; 6365; 6180; 5931; 5780; 5679; 5327; 5184; 5113; 4897; 3157; 2324; 2202; 1719; 1030; 591; 491; 290; 131; 
9985; 8917; 8510; 8184; 7830; 7419; 7043; 6996; 6756; 6375; 6110; 5669; 5353; 4469; 4433; 4368; 3538; 3155; 2802; 1913; 
9304; 9164; 8359; 8352; 8268; 7870; 7244; 6560; 6497; 5774; 5570; 5321; 4771; 4379; 4320; 4100; 3804; 3698; 2559; 391; 
9134; 7870; 6638; 6185; 3818; 3735; 3704; 3374; 3341; 3340; 3315; 3215; 3050; 3014; 2606; 2362; 1734; 1693; 1265; 1241; 
