50
1174; 8417; 5681; 5918; 7422; 7645; 1519; 2604; 4580; 9590; 1262; 4904; 153; 2061; 6316; 431; 3914; 7830; 8387; 363; 3022; 5031; 5574; 6516; 9280; 6353; 901; 8289; 8395; 5268; 2744; 3651; 4363; 1915; 8946; 2119; 2097; 6452; 9423; 8183; 6251; 9676; 9468; 2878; 4284; 3188; 882; 8563; 1794; 9298; 
9643; 602; 6612; 3840; 5539; 9309; 370; 9343; 4580; 3161; 6091; 6875; 2117; 3176; 8841; 410; 853; 9480; 4593; 8121; 7085; 103; 6045; 6475; 2625; 6327; 8239; 1686; 6106; 9230; 6115; 295; 6404; 3663; 6634; 5349; 9492; 9965; 7799; 2275; 3774; 1198; 620; 8884; 4135; 1717; 9055; 8377; 3187; 3068; 
6673; 4065; 1045; 8888; 8359; 4190; 3618; 8697; 6878; 6490; 7748; 1236; 9780; 2444; 987; 9527; 4036; 9570; 1227; 9099; 6620; 7381; 4987; 5462; 3350; 7651; 748; 5676; 4418; 8614; 8412; 9141; 243; 8155; 5272; 9804; 4143; 4626; 8996; 5799; 5267; 1594; 7783; 534; 4485; 3407; 8419; 7358; 3767; 5982; 
1857; 8570; 9577; 8476; 356; 4456; 1354; 1409; 3242; 5950; 2659; 255; 8496; 9977; 2133; 7969; 8702; 6000; 7790; 3336; 3628; 3659; 1319; 9457; 1537; 8234; 5416; 7720; 3157; 9313; 5216; 6456; 2750; 544; 6299; 5711; 3839; 9094; 4755; 5735; 6110; 9416; 9265; 9213; 2066; 8119; 6022; 4121; 9465; 4610; 
9786; 8096; 6019; 6170; 671; 3500; 2036; 4302; 8766; 1431; 8228; 3199; 6803; 8806; 3532; 348; 7757; 4270; 2519; 8642; 8915; 5168; 1645; 2915; 1658; 8943; 9233; 1462; 1253; 9487; 5063; 257; 8261; 5800; 9925; 6398; 3411; 8384; 3764; 4956; 274; 9909; 9425; 9581; 1235; 2139; 8513; 5095; 7246; 4607; 
6920; 999; 2935; 5241; 1497; 2764; 6655; 3909; 8889; 8813; 2043; 3844; 3897; 4604; 3758; 8649; 3290; 5855; 6046; 7175; 9408; 3008; 2092; 579; 3937; 3447; 7756; 7033; 8375; 328; 1061; 3488; 5081; 2026; 5714; 4781; 3043; 164; 9598; 88; 150; 3651; 7715; 6234; 9322; 4347; 5808; 6803; 2034; 9984; 
745; 6302; 3220; 8286; 4483; 6969; 7841; 4005; 8406; 3315; 2877; 4538; 3439; 9818; 1844; 9520; 5536; 6931; 5824; 2051; 5394; 1443; 3711; 5669; 3448; 2940; 8460; 7540; 4988; 6013; 9619; 4934; 6000; 8032; 7484; 4156; 2353; 8582; 551; 7627; 4617; 2397; 4646; 2578; 698; 6613; 935; 4950; 5670; 3115; 
880; 5973; 9922; 6325; 3357; 455; 1779; 9630; 8785; 9368; 457; 695; 1021; 3291; 1102; 8918; 1846; 5586; 7094; 9862; 834; 1760; 2368; 6779; 2512; 1459; 2482; 2488; 1404; 270; 1871; 5343; 2041; 1192; 8164; 1070; 6964; 3766; 7625; 3957; 940; 8449; 4499; 8664; 654; 6561; 567; 1561; 8667; 4242; 
9395; 593; 4119; 6158; 285; 4393; 3867; 6327; 9913; 1284; 5483; 6943; 4208; 2121; 4833; 6946; 3554; 7374; 272; 1432; 2865; 1105; 3952; 3655; 9514; 2154; 3294; 7097; 4072; 1236; 3080; 4554; 3359; 588; 994; 2545; 6315; 4791; 6721; 7835; 5700; 9411; 6403; 7109; 1351; 8922; 5497; 8579; 2170; 3095; 
9273; 9025; 9479; 8571; 6694; 2852; 6429; 7577; 4933; 7452; 8105; 9365; 5226; 5755; 5952; 8701; 7229; 8540; 377; 6688; 3392; 183; 494; 7390; 3394; 4067; 7688; 8655; 1467; 8497; 3705; 9077; 2604; 1062; 8102; 9173; 157; 4398; 7930; 87; 1077; 5906; 9729; 363; 8148; 8287; 7819; 3552; 6786; 8512; 
3405; 18; 3528; 4463; 5349; 5195; 6800; 291; 6768; 7983; 7126; 4445; 62; 3590; 12; 6447; 7741; 2852; 9004; 6564; 563; 8266; 870; 8350; 9153; 1778; 7517; 1987; 1101; 1880; 2649; 282; 1; 2259; 9435; 2334; 9870; 5746; 6085; 4368; 3151; 1504; 6654; 5805; 2110; 5597; 9196; 3024; 1172; 4299; 
6507; 2369; 959; 4824; 9793; 5719; 2967; 5477; 923; 4240; 6951; 3385; 8232; 7321; 6401; 4665; 7468; 3329; 306; 2867; 5088; 9854; 4481; 3165; 9576; 6871; 2110; 2844; 745; 9714; 8687; 6618; 1626; 9149; 39; 4212; 1887; 9571; 676; 7551; 5304; 8473; 6247; 451; 9815; 1446; 3753; 9287; 4583; 8441; 
5185; 2572; 3362; 3538; 665; 2699; 4472; 7779; 9246; 6781; 1299; 4930; 5178; 9449; 776; 8219; 6337; 9691; 4548; 9422; 6458; 6523; 1603; 2175; 3923; 6335; 2070; 9876; 9021; 7176; 2990; 3696; 5263; 3276; 663; 7477; 877; 6269; 1756; 4678; 7559; 6554; 6922; 1968; 9241; 4390; 6640; 8703; 2011; 3342; 
9838; 9457; 4713; 3010; 26; 7577; 8421; 5370; 1425; 6700; 6381; 6078; 154; 4277; 4743; 8304; 4644; 658; 5640; 1154; 6874; 1083; 8281; 8394; 1575; 6357; 3705; 9406; 2498; 7338; 6216; 6288; 8224; 1730; 9595; 5377; 4088; 7479; 9590; 2758; 2594; 774; 970; 1980; 7870; 6925; 9755; 2793; 6005; 8893; 
5463; 6598; 535; 9042; 1865; 9056; 6488; 7556; 1024; 5088; 2957; 462; 1540; 4881; 4637; 1642; 8522; 6930; 1626; 6795; 9396; 1069; 4216; 2765; 7679; 4948; 6722; 8642; 4797; 4113; 1215; 3862; 8424; 7852; 2280; 4417; 6133; 7796; 3865; 9835; 2924; 3343; 493; 3344; 6735; 9255; 5369; 5426; 9630; 3793; 
