100
0; 55; 158; 190; 289; 366; 377; 509; 662; 790; 826; 1050; 1274; 1292; 1312; 1429; 1684; 1932; 1971; 1999; 2007; 2018; 2063; 2220; 2407; 2423; 2467; 2495; 2527; 2713; 3030; 3067; 3071; 3192; 3250; 3373; 3399; 3462; 3682; 3788; 3812; 3816; 3875; 3951; 4431; 4477; 4533; 4655; 4669; 4687; 4866; 5242; 5251; 5457; 5511; 5535; 5630; 5814; 5873; 6128; 6276; 6433; 6483; 7033; 7035; 7050; 7078; 7086; 7335; 7346; 7347; 7428; 7516; 7584; 7675; 7682; 7690; 7789; 7872; 8017; 8178; 8292; 8294; 8339; 8498; 8532; 8604; 8681; 9095; 9199; 9216; 9298; 9314; 9351; 9354; 9437; 9447; 9476; 9659; 9953; 
122; 141; 161; 186; 277; 523; 544; 731; 938; 1248; 1302; 1304; 1305; 1348; 1379; 1418; 1585; 1699; 1812; 1946; 2008; 2248; 2288; 2445; 2456; 2566; 2638; 2780; 2917; 3079; 3302; 3304; 3396; 3539; 3655; 3694; 3900; 3905; 3907; 3988; 4019; 4155; 4194; 4226; 4334; 4465; 4504; 4521; 4653; 4829; 5301; 5387; 5392; 5407; 5711; 5781; 5844; 5860; 5939; 6167; 6231; 6268; 6321; 6456; 6464; 6823; 6838; 6919; 6933; 6990; 7280; 7379; 7428; 7642; 7664; 7771; 8064; 8095; 8178; 8339; 8389; 8494; 8522; 8551; 8586; 8615; 8685; 8792; 9050; 9052; 9054; 9119; 9120; 9158; 9229; 9486; 9527; 9786; 9853; 9956; 
13; 194; 329; 356; 371; 375; 405; 631; 672; 806; 874; 879; 952; 1057; 1206; 1245; 1249; 1320; 1326; 1452; 1521; 1561; 1692; 1794; 2054; 2549; 2589; 2616; 2617; 3207; 3256; 3292; 3345; 3349; 3390; 3409; 3448; 3532; 3556; 3778; 3817; 3854; 4000; 4152; 4484; 4512; 4661; 4693; 4829; 4869; 4917; 5243; 5262; 5334; 5456; 5458; 5567; 5856; 6067; 6147; 6164; 6205; 6373; 6397; 6624; 6838; 6880; 6939; 7294; 7306; 7315; 7379; 7480; 7644; 7715; 7905; 8310; 8383; 8399; 8459; 8498; 8532; 8569; 8593; 8629; 8676; 8725; 8789; 8871; 9011; 9027; 9032; 9082; 9305; 9401; 9449; 9512; 9777; 9791; 9804; 
92; 141; 192; 207; 347; 577; 749; 807; 921; 978; 1154; 1319; 1613; 1633; 1718; 1755; 1777; 1892; 2001; 2017; 2266; 2289; 2315; 2464; 2485; 2523; 2662; 2677; 2706; 2915; 2997; 3035; 3082; 3230; 3507; 3548; 3595; 3754; 3761; 3835; 3845; 3870; 3945; 4067; 4201; 4565; 4593; 4805; 4827; 4883; 4994; 5004; 5198; 5344; 5362; 5586; 5685; 5694; 5777; 5831; 5922; 6028; 6040; 6201; 6258; 6294; 6390; 6396; 6524; 6699; 6885; 6989; 7060; 7357; 7412; 7700; 7854; 7981; 8021; 8031; 8143; 8184; 8581; 8689; 8726; 8868; 8929; 8986; 9033; 9213; 9270; 9278; 9375; 9384; 9764; 9809; 9833; 9855; 9915; 9995; 
6; 80; 158; 248; 492; 578; 615; 652; 905; 1000; 1003; 1030; 1052; 1111; 1117; 1128; 1223; 1237; 1263; 1306; 1365; 1531; 1556; 1754; 1835; 1842; 1896; 1934; 2328; 2394; 2397; 2427; 2727; 2728; 2785; 2794; 2822; 3171; 3187; 3502; 3559; 3619; 3620; 3655; 3738; 3957; 4047; 4167; 4403; 4479; 4559; 4572; 4701; 4838; 4961; 5109; 5208; 5348; 5362; 5376; 5409; 5419; 5462; 5498; 6240; 6256; 6292; 6576; 6646; 6670; 6674; 6767; 7159; 7187; 7243; 7268; 7281; 7306; 7394; 7567; 7611; 7703; 8036; 8063; 8129; 8141; 8259; 8301; 8507; 8518; 8526; 8652; 8883; 9060; 9341; 9397; 9423; 9675; 9866; 9930; 
120; 131; 204; 488; 519; 680; 849; 919; 1084; 1177; 1254; 1435; 1547; 1653; 1676; 1756; 1893; 2097; 2118; 2481; 2491; 2559; 2790; 2848; 2864; 3105; 3106; 3241; 3293; 3346; 3368; 3374; 3420; 3528; 3692; 3782; 3897; 4092; 4222; 4332; 4370; 4468; 4475; 4489; 4527; 4752; 4825; 4843; 5049; 5214; 5250; 5334; 5375; 5441; 5647; 5748; 5817; 6040; 6095; 6129; 6130; 6151; 6521; 6778; 6910; 7244; 7259; 7377; 7475; 7513; 7596; 7607; 7608; 7732; 7738; 7789; 7830; 7967; 7970; 7981; 8003; 8015; 8151; 8255; 8533; 8660; 8756; 8994; 9013; 9192; 9323; 9353; 9376; 9403; 9476; 9514; 9747; 9751; 9790; 9878; 
7; 250; 296; 456; 483; 701; 733; 766; 1487; 1578; 1786; 1833; 2359; 2416; 2500; 2552; 2905; 2949; 3209; 3244; 3540; 3570; 3724; 3731; 3826; 3848; 3876; 4191; 4193; 4284; 4402; 4425; 4446; 4521; 4785; 4958; 4969; 5193; 5255; 5261; 5443; 5487; 5519; 5557; 6039; 6189; 6225; 6232; 6308; 6319; 6349; 6489; 6507; 6508; 6686; 6759; 6791; 6837; 6928; 7002; 7124; 7128; 7136; 7209; 7224; 7324; 7379; 7497; 7498; 7521; 7645; 7781; 7823; 7841; 7971; 8055; 8193; 8275; 8327; 8458; 8470; 8537; 8588; 8703; 8741; 8770; 8801; 8825; 9042; 9069; 9221; 9226; 9629; 9664; 9697; 9713; 9772; 9873; 9966; 9972; 
343; 390; 492; 544; 561; 616; 692; 695; 925; 1002; 1011; 1296; 1317; 1481; 1569; 1587; 1685; 1913; 1931; 1991; 2056; 2083; 2153; 2188; 2330; 2618; 2644; 2648; 2737; 2964; 3038; 3313; 3321; 3696; 3783; 3831; 3858; 4060; 4092; 4243; 4279; 4328; 4504; 4669; 4846; 5041; 5120; 5290; 5467; 5571; 5660; 5721; 5792; 5794; 5816; 5953; 5971; 6361; 6397; 6398; 6478; 6507; 6578; 6580; 6674; 6680; 6717; 6747; 6782; 6821; 6931; 6952; 7108; 7438; 7447; 7605; 7662; 8007; 8117; 8128; 8291; 8421; 8458; 8464; 8537; 8901; 8981; 9134; 9219; 9268; 9320; 9340; 9343; 9408; 9537; 9573; 9619; 9657; 9688; 9915; 
102; 155; 270; 309; 439; 486; 555; 653; 666; 1038; 1129; 1302; 1345; 1367; 1421; 1570; 1819; 1889; 1895; 1976; 2071; 2165; 2196; 2313; 2483; 2616; 2678; 2811; 2969; 3121; 3137; 3196; 3259; 3304; 3556; 3561; 3608; 3880; 3895; 4031; 4245; 4415; 4485; 4639; 5006; 5045; 5063; 5238; 5378; 5399; 5551; 5741; 5764; 5774; 5798; 5995; 6033; 6038; 6076; 6181; 6197; 6343; 6384; 6655; 6747; 6921; 6998; 7050; 7298; 7361; 7368; 7389; 7447; 7528; 7533; 7566; 7576; 7614; 7615; 7873; 8025; 8339; 8519; 8572; 8662; 9045; 9113; 9124; 9178; 9315; 9320; 9339; 9376; 9446; 9499; 9538; 9638; 9666; 9689; 9793; 
53; 122; 555; 912; 961; 1007; 1032; 1177; 1247; 1298; 1503; 1634; 1949; 1951; 2038; 2069; 2145; 2164; 2352; 2471; 2492; 2493; 2650; 2659; 2662; 2701; 2822; 2826; 3089; 3100; 3378; 3620; 3634; 3780; 3783; 3816; 3832; 3836; 3850; 3854; 3992; 4054; 4106; 4354; 4381; 4405; 4446; 4476; 4536; 4557; 4589; 4682; 4699; 4750; 4780; 4843; 4847; 4933; 5159; 5174; 5260; 5381; 5492; 5714; 5764; 6029; 6043; 6088; 6124; 6336; 6524; 6551; 6601; 6689; 6972; 7040; 7116; 7189; 7441; 7620; 7758; 7760; 7778; 7898; 8111; 8132; 8141; 8185; 8188; 8193; 8248; 8406; 8447; 8673; 9020; 9115; 9282; 9293; 9327; 9814; 
8; 244; 296; 303; 563; 664; 696; 713; 888; 920; 959; 1076; 1173; 1349; 1378; 1439; 1491; 1498; 1594; 1687; 1810; 1860; 1943; 2039; 2070; 2100; 2126; 2343; 2386; 2483; 2521; 2593; 2665; 2723; 2746; 2770; 2865; 3177; 3258; 3260; 3369; 3498; 3585; 3966; 4058; 4392; 4495; 4646; 4779; 4867; 4983; 5140; 5378; 5608; 5765; 5866; 5909; 5934; 6110; 6155; 6228; 6269; 6300; 6500; 6655; 6711; 6742; 6771; 6844; 6925; 7209; 7222; 7301; 7309; 7380; 7520; 7567; 7680; 8176; 8381; 8386; 8397; 8699; 8707; 8799; 8875; 8891; 8938; 9028; 9063; 9097; 9168; 9313; 9383; 9638; 9657; 9750; 9760; 9823; 9916; 
63; 244; 335; 367; 456; 467; 574; 615; 638; 847; 889; 911; 1138; 1202; 1233; 1297; 1324; 1430; 1559; 1608; 1729; 1742; 1845; 1856; 2008; 2023; 2057; 2208; 2383; 2631; 2689; 2748; 2768; 3041; 3095; 3466; 3522; 3575; 3579; 3619; 3798; 3883; 3913; 4071; 4131; 4266; 4300; 4302; 4340; 4379; 4493; 4513; 4519; 4529; 4651; 4683; 4745; 5157; 5288; 5380; 5413; 5761; 5889; 5967; 6253; 6504; 6562; 6770; 6878; 6892; 6954; 7040; 7255; 7278; 7379; 7553; 7586; 7592; 7619; 7819; 7913; 8008; 8167; 8181; 8186; 8233; 8367; 8415; 8571; 8685; 8801; 9415; 9460; 9606; 9648; 9674; 9812; 9851; 9907; 9954; 
