50
2960; 8341; 464; 7737; 3178; 9792; 1443; 113; 7331; 7910; 1605; 6129; 5984; 4178; 2184; 6115; 2407; 740; 6140; 1541; 8662; 8882; 5210; 7952; 7215; 9402; 8638; 4323; 2560; 7760; 9855; 7852; 1048; 1746; 7152; 8959; 2022; 3056; 1385; 7313; 3250; 4529; 314; 9413; 7954; 7942; 4802; 5186; 4852; 6784; 
3720; 7364; 7408; 4738; 5089; 627; 7583; 875; 1557; 2016; 2286; 3592; 8274; 7732; 1764; 7652; 8173; 2442; 6734; 9784; 4600; 2952; 45; 8630; 2098; 8923; 1068; 410; 4612; 209; 6522; 3123; 5914; 150; 6549; 5880; 820; 6745; 4347; 750; 906; 8935; 8280; 9152; 3524; 1989; 4677; 8384; 2644; 9070; 
9544; 3972; 1689; 414; 5970; 7587; 5476; 4870; 6049; 1194; 6490; 9607; 8626; 9421; 1289; 1684; 9211; 8191; 8548; 2459; 9592; 5592; 6269; 505; 7922; 5963; 7886; 9984; 9669; 9029; 3886; 3819; 724; 4310; 7472; 9125; 206; 6393; 9483; 1502; 7323; 5828; 8893; 1837; 8792; 8122; 2497; 1331; 8663; 9017; 
2763; 4918; 6076; 2643; 747; 9744; 2969; 4032; 733; 1873; 1974; 4926; 6369; 3470; 5562; 4558; 9223; 9049; 7590; 19; 9074; 7887; 7306; 2388; 6263; 4333; 5825; 5254; 3439; 1910; 6031; 9954; 8366; 8733; 8905; 2072; 6546; 9077; 423; 8562; 2330; 4161; 6209; 9091; 7307; 4583; 5238; 9622; 3984; 5755; 
765; 5182; 3488; 2964; 1609; 1738; 4843; 9720; 142; 9026; 8204; 726; 23; 7973; 4867; 3055; 2443; 8538; 2736; 8192; 7404; 3640; 6102; 259; 1496; 2617; 5584; 820; 2366; 250; 9772; 6766; 9050; 4839; 1632; 3392; 9006; 6471; 1349; 1172; 1004; 8875; 7933; 1840; 6001; 6892; 5541; 8270; 3777; 1120; 
1384; 2924; 6423; 5699; 8101; 6523; 8621; 9585; 3781; 1353; 9991; 8644; 1378; 136; 4987; 1478; 6064; 4788; 1097; 1884; 2848; 8450; 1474; 1637; 2125; 8655; 4892; 6326; 4904; 6558; 5187; 8443; 3063; 3720; 1870; 7611; 6684; 1864; 8201; 6373; 6792; 4748; 4093; 7201; 6516; 4301; 8562; 7524; 2074; 667; 
417; 4133; 5397; 3991; 8593; 8397; 2177; 7534; 4141; 5387; 1330; 4902; 861; 1259; 9624; 4673; 9199; 4455; 5367; 3206; 3230; 6954; 5148; 5599; 3168; 1092; 5794; 228; 1931; 7404; 2214; 1339; 2934; 3301; 8467; 3713; 3024; 8551; 9109; 9492; 2192; 6395; 3201; 9540; 6138; 882; 4097; 1876; 6388; 9891; 
8582; 8728; 137; 1296; 5682; 1598; 4989; 667; 5109; 2649; 9981; 6551; 2061; 7000; 4754; 9324; 2267; 231; 5815; 6135; 1062; 4593; 8679; 5068; 5321; 8596; 4633; 8585; 4739; 1533; 4156; 151; 5082; 9485; 864; 9314; 4930; 3889; 2062; 2990; 8863; 7908; 8553; 3977; 2163; 2321; 7851; 1355; 6897; 8864; 
8615; 2195; 2780; 3650; 8668; 6513; 4795; 3366; 5550; 1120; 5674; 4461; 776; 5186; 3432; 6807; 1795; 7126; 1652; 6010; 6393; 2341; 5948; 1751; 956; 8468; 8248; 8915; 6380; 7487; 6265; 1788; 8573; 7798; 952; 6373; 9000; 8399; 4110; 969; 1276; 4316; 3977; 5555; 9741; 3546; 4173; 5710; 1156; 2521; 
7148; 2254; 557; 5610; 6822; 7884; 9292; 1587; 7970; 1559; 9006; 4170; 8199; 8690; 553; 3157; 3622; 8549; 4498; 982; 9265; 5078; 4759; 3492; 7179; 1618; 2900; 6252; 1950; 4595; 2534; 8853; 7309; 7608; 5966; 6694; 3611; 6735; 7701; 8896; 6483; 6518; 6242; 5067; 7157; 8047; 1405; 7574; 7524; 6268; 
