20
4814; 7436; 395; 1967; 287; 4167; 3555; 7880; 9453; 3270; 2121; 8420; 267; 7341; 1780; 1902; 4464; 9677; 4209; 6135; 
4696; 1223; 5981; 2606; 436; 1368; 552; 4588; 8915; 2751; 6134; 5931; 3015; 1321; 4819; 3592; 4424; 2509; 2935; 1469; 
9022; 8171; 8367; 9813; 3609; 9885; 1794; 1089; 4711; 5484; 7696; 946; 2794; 6523; 2108; 856; 7542; 5658; 2369; 7301; 
8329; 1174; 4586; 2929; 5292; 846; 7131; 2409; 8983; 5648; 5247; 9116; 9146; 6660; 1833; 2517; 1312; 372; 5869; 580; 
9551; 5161; 440; 3375; 6499; 6870; 1703; 619; 6999; 2690; 2417; 8149; 7496; 3463; 5122; 6222; 6797; 2758; 8329; 8220; 
2874; 7293; 3754; 3931; 782; 6910; 3579; 2937; 3055; 9345; 8268; 1248; 8858; 9585; 8646; 3458; 3561; 2508; 6823; 3611; 
7112; 7407; 1598; 7264; 4294; 2131; 9635; 175; 7121; 2687; 5272; 4355; 4251; 8518; 8433; 347; 7554; 3468; 6679; 3573; 
6646; 84; 9274; 8131; 9029; 4757; 8973; 3030; 2905; 9555; 7542; 4713; 569; 1397; 8316; 6477; 5890; 7367; 3596; 8833; 
8454; 2591; 6809; 2669; 7262; 8301; 8330; 8198; 3681; 8609; 8365; 4266; 926; 9631; 3777; 7755; 6554; 5633; 6573; 5797; 
8979; 5841; 7121; 1609; 3250; 5200; 6481; 68; 5144; 7275; 3071; 4568; 1963; 7326; 3574; 8543; 9725; 258; 4239; 7862; 
7023; 9644; 2802; 5438; 9713; 5546; 2623; 2373; 5993; 6182; 9370; 3464; 7005; 4613; 875; 1291; 4770; 5136; 8346; 9496; 
4457; 1964; 1109; 2926; 856; 680; 1929; 845; 2061; 762; 4789; 6806; 3910; 7131; 8637; 999; 647; 6982; 5059; 4861; 
8205; 276; 1722; 2075; 4754; 7473; 1000; 1634; 3754; 6222; 4563; 1260; 1846; 8325; 2938; 3258; 547; 7371; 4424; 3718; 
807; 5444; 1136; 3858; 8231; 3429; 4997; 6239; 7700; 5609; 1091; 3466; 527; 7388; 9610; 2709; 5042; 6773; 8030; 9825; 
9631; 750; 6800; 5921; 210; 1352; 4143; 3606; 554; 3389; 7424; 2603; 8454; 6361; 1349; 1052; 8764; 8510; 9877; 9319; 
