100
477; 4086; 7267; 8489; 8810; 2522; 4961; 7580; 6493; 3195; 3360; 6127; 6635; 8494; 2457; 3885; 672; 9113; 197; 3848; 1398; 437; 8770; 8029; 1080; 9918; 9773; 8852; 4886; 8664; 8741; 9776; 3873; 4674; 6092; 1634; 3447; 4604; 6359; 1870; 7536; 4352; 5675; 9641; 7790; 3534; 4654; 6385; 276; 3920; 8327; 81; 2750; 3262; 4800; 7897; 3755; 1057; 8351; 9238; 5094; 9306; 8133; 9718; 8619; 682; 6859; 987; 3359; 1843; 7534; 7055; 1535; 5062; 8353; 973; 3093; 945; 5223; 6323; 5820; 5030; 1461; 8860; 7221; 3459; 683; 8439; 9069; 5849; 2329; 5151; 9404; 8866; 4138; 9491; 8991; 4987; 4768; 3975; 
2845; 366; 672; 203; 57; 9901; 3691; 427; 9675; 7658; 2273; 1517; 4572; 8689; 1098; 7981; 6414; 8191; 1550; 6444; 3234; 449; 9046; 2574; 6617; 9776; 3292; 6665; 25; 6251; 4172; 2523; 9801; 2065; 6612; 4872; 3964; 7124; 3526; 2322; 2717; 3172; 8312; 9678; 8506; 6842; 3442; 6755; 1071; 3301; 8210; 5468; 8558; 3825; 9513; 2691; 8977; 9078; 1995; 6611; 6268; 4376; 4722; 9365; 985; 7056; 1875; 948; 9786; 6859; 9741; 2054; 1900; 6105; 3291; 2943; 4152; 9318; 6905; 8828; 1054; 3218; 8707; 9868; 1325; 7238; 982; 9912; 3161; 3186; 2108; 2733; 7064; 4091; 1313; 6201; 5183; 8635; 7929; 8197; 
1169; 8046; 9120; 5934; 8325; 4933; 7397; 2128; 8902; 4268; 1344; 7807; 1039; 7725; 9529; 6177; 3559; 5598; 5915; 5182; 3205; 1387; 5451; 7872; 4613; 3284; 5496; 8418; 8259; 5129; 3859; 6208; 8143; 899; 1697; 8612; 3302; 8049; 5774; 3928; 1971; 8972; 1090; 6562; 3109; 4343; 1179; 7054; 4118; 4981; 1301; 8332; 8898; 9655; 897; 4271; 9268; 3950; 7307; 6962; 8016; 606; 3724; 8913; 6491; 1786; 891; 7743; 9836; 2057; 8548; 1132; 3413; 7267; 1751; 8541; 2155; 305; 6252; 4047; 4015; 9793; 9179; 4698; 1496; 1717; 5385; 1649; 749; 1376; 8031; 6900; 4634; 463; 293; 3408; 1475; 7844; 4609; 5607; 
737; 5414; 7155; 5790; 9023; 3085; 9774; 3954; 8199; 3824; 2097; 5624; 3165; 6855; 8529; 1037; 8525; 689; 8617; 8336; 5027; 3940; 5467; 2207; 5132; 3186; 4192; 197; 5743; 2024; 3248; 4189; 1304; 9374; 6352; 8389; 1090; 8600; 9581; 4222; 9830; 9289; 6945; 7175; 7948; 546; 2063; 116; 1544; 3570; 6575; 8708; 4716; 9922; 7909; 4408; 3224; 8056; 8337; 5924; 969; 3236; 5560; 3017; 4835; 3658; 6484; 4570; 1502; 441; 1595; 6796; 8885; 4294; 8436; 9885; 7247; 7134; 6387; 2957; 3710; 7143; 6882; 1810; 8381; 9772; 6270; 1243; 8940; 9299; 1626; 1299; 4967; 1019; 3694; 1821; 1945; 2976; 2370; 5569; 
8238; 2032; 7023; 7326; 1611; 3904; 5948; 8163; 4399; 9646; 4160; 4687; 4643; 7407; 7579; 1762; 5544; 78; 5802; 5323; 6805; 9004; 410; 5372; 9615; 3720; 9567; 9610; 4047; 5386; 6305; 6642; 5836; 7861; 9803; 869; 6814; 1056; 1467; 7655; 7742; 5149; 3931; 2586; 4350; 507; 7271; 8699; 4418; 1666; 2521; 1495; 8908; 8268; 428; 676; 6929; 4254; 5979; 9517; 7588; 8857; 8401; 5963; 3702; 1120; 4972; 5734; 1216; 8984; 5843; 3023; 769; 5721; 6409; 6900; 3664; 8226; 8579; 3288; 2584; 8306; 5746; 6507; 6694; 4340; 9749; 2775; 1545; 1543; 64; 5785; 9609; 8853; 1660; 3449; 4996; 5939; 1299; 4084; 
2874; 614; 8815; 4982; 4298; 1754; 7167; 5588; 2547; 3621; 1617; 7429; 3998; 2755; 2109; 107; 4170; 4413; 2276; 5584; 1403; 1775; 2595; 3182; 4959; 6736; 4867; 98; 7166; 6; 5247; 783; 9452; 3607; 8631; 382; 5141; 9536; 4445; 5865; 4673; 2310; 2488; 9354; 6857; 9927; 4337; 4801; 7801; 5; 8897; 1120; 6791; 3776; 6144; 2679; 8214; 3408; 9204; 2144; 9915; 4821; 6427; 5990; 4591; 7787; 3834; 8300; 3239; 9110; 3388; 5107; 3341; 828; 3655; 935; 1629; 5318; 2294; 350; 519; 5544; 1805; 1192; 7927; 4033; 7856; 1197; 7584; 1787; 7348; 8583; 6671; 2552; 8568; 67; 3879; 595; 9090; 9350; 
2695; 2993; 195; 5288; 8498; 807; 4130; 7830; 8639; 4579; 7669; 3377; 4852; 1709; 8809; 9644; 7651; 5540; 3; 6223; 9948; 7348; 2594; 5608; 3459; 4735; 5128; 5485; 3269; 5339; 7176; 1706; 1351; 6663; 1532; 3816; 2488; 6064; 2282; 3560; 9334; 9260; 7536; 5821; 6002; 1867; 729; 792; 7157; 4733; 9128; 8990; 37; 1953; 9290; 2477; 7954; 8562; 212; 5391; 6144; 7884; 9305; 4442; 7782; 7244; 216; 6078; 204; 3461; 4387; 7302; 8845; 7685; 1349; 3486; 4799; 2124; 9586; 4605; 6996; 7278; 7335; 9239; 3116; 7866; 1992; 8074; 2450; 2520; 1368; 2854; 6919; 5893; 5729; 5179; 4470; 4947; 6255; 7412; 
2283; 7306; 9198; 1511; 2928; 9018; 1091; 8438; 8678; 3960; 612; 4762; 683; 3370; 4908; 3823; 7888; 9127; 7607; 9478; 7364; 680; 9143; 1589; 2754; 185; 6361; 1235; 7373; 9580; 9327; 4055; 1376; 6338; 4743; 9218; 8922; 4243; 4081; 2973; 4783; 496; 2395; 9631; 2752; 3972; 6057; 6484; 6191; 1849; 1587; 9838; 5991; 7569; 8273; 9234; 137; 6096; 2223; 5906; 2441; 5012; 8817; 1900; 8792; 5758; 6521; 5784; 1727; 433; 3904; 4342; 867; 7821; 1654; 2793; 9823; 4114; 5122; 2942; 2994; 1557; 6098; 3047; 7347; 168; 5061; 4717; 7289; 1568; 9535; 8014; 8214; 9797; 8382; 1172; 8975; 1563; 6818; 2855; 
670; 8511; 7967; 6002; 7643; 8019; 6695; 5661; 9877; 4985; 797; 3938; 2105; 5926; 2702; 3869; 2613; 119; 1035; 9236; 4608; 2330; 336; 3676; 833; 4553; 7079; 1854; 3168; 6882; 9902; 1095; 8955; 3946; 5120; 4599; 4597; 7658; 7390; 6998; 1724; 2911; 584; 8565; 5119; 7672; 5252; 910; 9520; 6367; 3554; 5653; 2784; 6871; 3448; 569; 3134; 2063; 9453; 4539; 724; 1529; 5779; 8662; 1904; 3252; 6787; 4742; 4479; 7105; 8881; 7123; 9695; 5023; 7970; 319; 46; 1481; 301; 8163; 6712; 3858; 7417; 5718; 7732; 5842; 1246; 9841; 9118; 8262; 2933; 4632; 1640; 1279; 2683; 4602; 3195; 4098; 6474; 6863; 
7970; 7551; 8393; 5686; 4217; 4285; 5710; 3558; 8222; 2965; 9078; 6005; 8896; 1491; 2178; 994; 1799; 3295; 6969; 6700; 1972; 9913; 7774; 2746; 5448; 5911; 7476; 1346; 290; 6179; 8324; 9048; 5635; 5295; 5660; 5167; 6435; 3935; 6750; 3824; 7978; 3070; 7602; 5269; 3709; 6227; 8088; 499; 5361; 6336; 4228; 4373; 490; 5261; 592; 9487; 9130; 355; 6713; 3478; 1695; 1862; 3857; 7936; 2344; 7921; 4704; 8328; 14; 7021; 6268; 6465; 8266; 2973; 1758; 7681; 4756; 9267; 9472; 3882; 7296; 636; 4494; 8615; 4677; 1325; 9033; 1743; 5748; 2235; 5137; 5900; 8395; 632; 7567; 443; 1667; 479; 4880; 3700; 
